date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:01	188760/188760	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:54%20GMT	https://www.vaticannews.va/hu.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/hu.html	(from https://www.vaticannews.va/fr.html)
09:08:01	153355/153355	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:54%20GMT	https://www.vaticannews.va/hy.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/hy.html	(from https://www.vaticannews.va/fr.html)
09:08:01	123267/123267	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:54%20GMT	https://www.vaticannews.va/lt.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/lt.html	(from https://www.vaticannews.va/fr.html)
09:08:01	216610/216610	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:55%20GMT	https://www.vaticannews.va/lv.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/lv.html	(from https://www.vaticannews.va/fr.html)
09:08:01	165074/165074	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:01:47%20GMT	https://www.vaticannews.va/ro.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ro.html	(from https://www.vaticannews.va/fr.html)
09:08:02	177368/177368	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:02%20GMT	https://www.vaticannews.va/ru.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ru.html	(from https://www.vaticannews.va/fr.html)
09:08:02	189966/189966	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:56%20GMT	https://www.vaticannews.va/sk.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/sk.html	(from https://www.vaticannews.va/fr.html)
09:08:03	157736/157736	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:57%20GMT	https://www.vaticannews.va/sl.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/sl.html	(from https://www.vaticannews.va/fr.html)
09:08:04	96095/96095	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:57%20GMT	https://www.vaticannews.va/sq.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/sq.html	(from https://www.vaticannews.va/fr.html)
09:08:04	136534/136534	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:57%20GMT	https://www.vaticannews.va/sv.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/sv.html	(from https://www.vaticannews.va/fr.html)
09:08:04	224050/224050	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:57%20GMT	https://www.vaticannews.va/uk.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/uk.html	(from https://www.vaticannews.va/fr.html)
09:08:04	220925/220925	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:05:41%20GMT	https://www.vaticannews.va/zht.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/zht.html	(from https://www.vaticannews.va/fr.html)
09:08:05	220823/220823	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:58%20GMT	https://www.vaticannews.va/zh.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/zh.html	(from https://www.vaticannews.va/fr.html)
09:08:05	172917/172917	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:58%20GMT	https://www.vaticannews.va/ar.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ar.html	(from https://www.vaticannews.va/fr.html)
09:08:05	195877/195877	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:59%20GMT	https://www.vaticannews.va/sw.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/sw.html	(from https://www.vaticannews.va/fr.html)
09:08:06	196964/196964	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:59%20GMT	https://www.vaticannews.va/am.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/am.html	(from https://www.vaticannews.va/fr.html)
09:08:06	189560/189560	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:59%20GMT	https://www.vaticannews.va/ti.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ti.html	(from https://www.vaticannews.va/fr.html)
09:08:06	193241/193241	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:07:59%20GMT	https://www.vaticannews.va/hi.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/hi.html	(from https://www.vaticannews.va/fr.html)
09:08:07	212010/212010	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:00%20GMT	https://www.vaticannews.va/ml.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ml.html	(from https://www.vaticannews.va/fr.html)
09:08:07	216874/216874	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:00%20GMT	https://www.vaticannews.va/ta.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ta.html	(from https://www.vaticannews.va/fr.html)
09:08:07	220614/220614	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:00%20GMT	https://www.vaticannews.va/vi.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/vi.html	(from https://www.vaticannews.va/fr.html)
09:08:27	122778/122778	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2007:26:18%20GMT	https://www.vaticannews.va/ja.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ja.html	(from https://www.vaticannews.va/fr.html)
09:08:27	190599/190599	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:21%20GMT	https://www.vaticannews.va/ko.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ko.html	(from https://www.vaticannews.va/fr.html)
09:08:28	139962/139962	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:21%20GMT	https://www.vaticannews.va/mk.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/mk.html	(from https://www.vaticannews.va/fr.html)
09:08:28	102877/102877	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:22%20GMT	https://www.vaticannews.va/he.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/he.html	(from https://www.vaticannews.va/fr.html)
09:08:29	83696/83696	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:22%20GMT	https://www.vaticannews.va/mn.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/mn.html	(from https://www.vaticannews.va/fr.html)
09:08:29	117817/117817	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:22%20GMT	https://www.vaticannews.va/kn.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/kn.html	(from https://www.vaticannews.va/fr.html)
09:08:29	127462/127462	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:23%20GMT	https://www.vaticannews.va/ln.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/ln.html	(from https://www.vaticannews.va/fr.html)
09:08:29	77712/77712	---M-Z	200	added ('OK')	application/xml	date:Mon,%2020%20Oct%202025%2007:35:49%20GMT	https://www.vaticannews.va/fr.rss.xml	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr.rss.xml	(from https://www.vaticannews.va/fr.html)
09:08:30	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2020%20Oct%202025%2008:08:23%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.googletagmanager.com/gtm.285445.delayed	(from https://www.vaticannews.va/fr.html)
09:08:30	400693/400693	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2010:50:02%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main.v12.5.1.min.css	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main.v12.5.1.min.css	(from https://www.vaticannews.va/fr.html)
09:08:31	97170/97170	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Sep%202025%2010:49:46%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/superhead.v12.5.1.min.js	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/superhead.v12.5.1.min.js	(from https://www.vaticannews.va/fr.html)
09:08:31	910246/910246	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Sep%202025%2010:50:13%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/head.v12.5.1.min.js	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/head.v12.5.1.min.js	(from https://www.vaticannews.va/fr.html)
09:08:31	67851/67851	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:23:41%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_0_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_0_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:31	65271/65271	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:23:18%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_1_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_1_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:31	69223/69223	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:23:21%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_2_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_2_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:32	66679/66679	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:23:21%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_3_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_3_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:32	69542/69542	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:23:18%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_4_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_4_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:32	66602/66602	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Sep%202025%2010:20:55%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_5_0.woff	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/fonts/museosans_cyrl/35EC3A_5_0.woff	(from https://www.vaticannews.va/fr.html)
09:08:32	223709/223709	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Sep%202025%2010:50:04%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main.v12.5.1.min.js	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main.v12.5.1.min.js	(from https://www.vaticannews.va/fr.html)
09:08:33	1689/1689	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2013:16:28%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-57x57.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-57x57.png	(from https://www.vaticannews.va/fr.html)
09:08:33	1698/1698	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2013:16:28%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-60x60.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-60x60.png	(from https://www.vaticannews.va/fr.html)
09:08:33	1703/1703	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2013:16:28%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-72x72.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-72x72.png	(from https://www.vaticannews.va/fr.html)
09:08:33	2102/2102	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Sep%202025%2006:59:21%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-76x76.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-76x76.png	(from https://www.vaticannews.va/fr.html)
09:08:33	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2009:06:52%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-114x114.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-114x114.png	(from https://www.vaticannews.va/fr.html)
09:08:34	3231/3231	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2013:16:28%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-120x120.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-120x120.png	(from https://www.vaticannews.va/fr.html)
09:08:34	4266/4266	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Sep%202025%2007:02:26%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-144x144.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-144x144.png	(from https://www.vaticannews.va/fr.html)
09:08:34	4694/4694	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Sep%202025%2009:06:52%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-152x152.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-152x152.png	(from https://www.vaticannews.va/fr.html)
09:08:34	5886/5886	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Sep%202025%2007:58:17%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-180x180.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/apple-icon-180x180.png	(from https://www.vaticannews.va/fr.html)
09:08:34	5912/5912	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2010:55:17%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/android-icon-192x192.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/android-icon-192x192.png	(from https://www.vaticannews.va/fr.html)
09:08:35	1031/1031	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2010:38:16%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-32x32.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-32x32.png	(from https://www.vaticannews.va/fr.html)
09:08:35	2279/2279	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2016:40:02%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-96x96.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-96x96.png	(from https://www.vaticannews.va/fr.html)
09:08:35	422/422	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2011:05:28%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-16x16.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/favicons/favicon-16x16.png	(from https://www.vaticannews.va/fr.html)
09:08:35	4786/4786	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2010:26:37%20GMT	https://www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/vatican-news-header-white.png	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/etc/designs/vatican-news/release/library/main/images/vatican-news-header-white.png	(from https://www.vaticannews.va/fr.html)
09:08:36	105817/105817	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2007:53:52%20GMT	https://www.vaticannews.va/fr/pape.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/pape.html	(from https://www.vaticannews.va/fr.html)
09:08:36	91310/91310	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2007:58:25%20GMT	https://www.vaticannews.va/fr/vatican.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/vatican.html	(from https://www.vaticannews.va/fr.html)
09:08:36	90190/90190	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2007:59:33%20GMT	https://www.vaticannews.va/fr/eglise.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/eglise.html	(from https://www.vaticannews.va/fr.html)
09:08:36	105769/105769	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:05:30%20GMT	https://www.vaticannews.va/fr/monde.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/monde.html	(from https://www.vaticannews.va/fr.html)
09:08:37	128023/128023	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:30%20GMT	https://www.vaticannews.va/az.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/az.html	(from https://www.vaticannews.va/fr.html)
09:08:37	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Oct%202025%2008:08:30%20GMT	https://www.vaticannews.va/eo.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/eo.html	(from https://www.vaticannews.va/fr.html)
09:08:37	250/250	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Oct%202025%2008:08:30%20GMT	https://www.vaticannews.va/content/vaticannews/eo/podcast.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/content/vaticannews/eo/podcast.html	(from https://www.vaticannews.va/fr.html)
09:08:37	56549/56549	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:31%20GMT	https://www.vaticannews.va/eo/podcast.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/eo/podcast.html	(from https://www.vaticannews.va/fr.html)
09:08:39	79611/79611	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:32%20GMT	https://www.vaticannews.va/africa.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/africa.html	(from https://www.vaticannews.va/fr.html)
09:08:39	100831/100831	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2007:57:42%20GMT	https://www.vaticannews.va/en/africa.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/en/africa.html	(from https://www.vaticannews.va/fr.html)
09:08:39	125462/125462	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:33%20GMT	https://www.vaticannews.va/fr/afrique.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/afrique.html	(from https://www.vaticannews.va/fr.html)
09:08:40	101796/101796	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:33%20GMT	https://www.vaticannews.va/pt/africa.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/pt/africa.html	(from https://www.vaticannews.va/fr.html)
09:08:40	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2020%20Oct%202025%2008:08:33%20GMT	https://www.vaticannews.va/so.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/so.html	(from https://www.vaticannews.va/fr.html)
09:08:40	250/250	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Oct%202025%2008:08:33%20GMT	https://www.vaticannews.va/content/vaticannews/so/podcast.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/content/vaticannews/so/podcast.html	(from https://www.vaticannews.va/fr.html)
09:08:40	53459/53459	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:34%20GMT	https://www.vaticannews.va/so/podcast.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/so/podcast.html	(from https://www.vaticannews.va/fr.html)
09:08:41	65744/65744	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:34%20GMT	https://www.vaticannews.va/fr/cookie-policy.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/cookie-policy.html	(from https://www.vaticannews.va/fr.html)
09:08:41	246/246	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Oct%202025%2008:08:34%20GMT	https://www.vaticannews.va/content/vaticannews/fr/epg.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/content/vaticannews/fr/epg.html	(from https://www.vaticannews.va/fr.html)
09:08:41	103633/103633	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:04:31%20GMT	https://www.vaticannews.va/fr/epg.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/epg.html	(from https://www.vaticannews.va/fr.html)
09:08:41	110243/110243	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Oct%202025%2008:08:35%20GMT	https://www.vaticannews.va/fr/podcast.html	C:/Users/2SND%20TECHNOLOGIES/Downloads/Church/www.vaticannews.va/fr/podcast.html	(from https://www.vaticannews.va/fr.html)
